Project,subID,ExpID,CoderID,Book,Page Number,Question Number,Qtype,Concept,Concept-super,Question_ID,Question,Answer (0 /1),Explanation,Needed Clarification/Repetition,Include? ,Exp Error?,Notes
510yoC,Booklet1-225,E15,NA,2_Park,18,28,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_28,Is J being mean/naughty? (No),1,,NA,1,0,
510yoC,Booklet1-225,E15,NA,2_Park,18,29,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_29,Should J get in trouble? (No),1,,NA,1,0,
510yoC,Booklet1-225,E15,NA,2_Park,19,30,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_30,How will Ivan feel? (Sad),1,,NA,1,0,
510yoC,Booklet1-225,E15,NA,2_Park,19,31,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_31,Will Ivan go near or far from puppy? (Far),1,,NA,1,0,
510yoC,Booklet1-225,E15,NA,2_Park,19,32,Explanation,Emotion Reminder,Emotion,ToMB2_EXPL_32,"Why far away? (think, remember, worry, doesn't want)",0,,NA,1,1,"child's answer to the question ""why is he sad?"" because experimenter did not ask ""why will he go away?"""
510yoC,Booklet1-225,E15,NA,2_Park,20,33,2AFC,False Belief - Expectations,Belief,ToMB2_2AFC_33,What does Isa think is in bottle? (Milk),1,,NA,1,0,
510yoC,Booklet1-225,E15,NA,2_Park,20,34,2AFC,Emotion,Emotion,ToMB2_2AFC_34,"How will Isa feel? (Sad, or surprised)",1,,NA,1,0,
510yoC,Booklet1-225,E15,NA,2_Park,22,35,2AFC,Reference - Hard,Reference,ToMB2_2AFC_35,Where will I & Isa look? (Behind tree),1,,NA,1,0,
510yoC,Booklet1-225,E15,NA,2_Park,22,36,Explanation,Reference - Hard,Reference,ToMB2_EXPL_36,"Why behind tree? (Drawing looks like tree, thought)",1,,NA,1,0,experimenter asked this question first
510yoC,Booklet1-225,E15,NA,2_Park,23,37,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_37,Is it fair that mother is mad with J? (No),1,,NA,1,0,
510yoC,Booklet1-225,E15,NA,2_Park,23,38,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_38,Is J mad at Isa? (No),1,,NA,1,0,
510yoC,Booklet1-225,E15,NA,2_Park,23,39,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_39,Why J not mad? (Doesn't know),1,,NA,1,0,
510yoC,Booklet1-225,E15,NA,2_Park,23,40,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_40,Is mother mad at Isa? (No),1,,NA,1,0,
510yoC,Booklet1-225,E15,NA,2_Park,23,41,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_41,Why mother not mad? (Doesn't know),NA,,NA,0,1,Not asked
79yoC,Booklet1-226,E5,C2,1_Books,2,1,2AFC,Common Desires,Desires,ToMB1_2AFC_01,Which one will Sam choose? (Chooses Same),1,,0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,3,2,2AFC,Diverse Desires,Desires,ToMB1_2AFC_02,Which one will L choose? (Chooses Opposite),1,,0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,4,3,2AFC,Diverse Beliefs,Belief,ToMB1_2AFC_03,Where will J look? (Chooses Opposite),1,,0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,5,4,2AFC,Reference - Easy,Reference,ToMB1_2AFC_04,Which book? (one he's looking at),1,,0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,5,5,Explanation,Reference - Easy,Reference,ToMB1_EXPL_05,How'd you know that book? (looking at it),1,"""because its right in front of him""",0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,6,6,2AFC,False Belief - Location,Belief,ToMB1_2AFC_06,Where will M look? (chair),0,,0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,6,7,Explanation,False Belief - Location,Belief,ToMB1_EXPL_07,"Why does she look behind the chair? (Thinks it's there, left it there)",1,"""because she put it there so no one could find it""",0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,7,8,Control,Control,Control,ToMB1_Cont_08,Gives Noah planet book?,1,,0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,8,9,2AFC,False Belief - Location,Belief,ToMB1_2AFC_09,Where will Ethan look? (above coats),1,,0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,8,10,Explanation,False Belief - Location,Belief,ToMB1_EXPL_10,"Why is Ethan reaching for the book on the shelf? (thinks it's his, left it there, doesn't know)",1,"""because his book was there first""",0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,8,11,Explanation,Emotion,Emotion,ToMB1_EXPL_11,Why does Paul feel sad?  (Ethan taking his book),1,"""because thats actually his book""",0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,8,12,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_12,Is Ethan being mean/naughty? (No),0,"""because he doesn't know whose book it is but Paul knows its his book""",0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,8,13,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_13,Should Ethan get in trouble? (No),0,"""because he doesn't know thats actually Paul's book, but he thinks its his""",0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,9,14,2AFC,False Belief - Expectations,Belief,ToMB1_2AFC_14,What does W think is inside the book? (Mountains),1,"""mountains""",0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,9,15,Explanation,False Belief - Expectations,Belief,ToMB1_EXPL_15,Why does he think that? (Refers to past or expectations).,1,"""because it was on the rug first""",0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,10,16,Control,Control,Control,ToMB1_Cont_16,Gives Indira tiger book?,1,,0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,11,17,2AFC,Reference - Hard,Reference,ToMB1_2AFC_17,Which book does Daniel want? (Fruit),1,"""the fruit book""",0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,11,18,Explanation,Reference - Hard,Reference,ToMB1_EXPL_18,How do you know that book? (Refers to orange section/liking that part/reading it before),1,"[how do you know that?] ""because oranges are fruit""",0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,12,19,2AFC,Reference - Hard,Reference,ToMB1_2AFC_19,Which picture should C give? (Broom),1,,0,1,0,
79yoC,Booklet1-226,E5,C2,1_Books,12,20,Explanation,Reference - Hard,Reference,ToMB1_EXPL_20,Why is the broom better? (mentions sailboat),1,"""because that one also looks like a sailboat and sailboats don't have brooms and thats why this will help him to know which one""",0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,15,21,2AFC,Common Desires,Desires,ToMB2_2AFC_21,Which one will J choose? (Chooses same),1,,0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,16,22,2AFC,Diverse Desires,Desires,ToMB2_2AFC_22,Which one will I choose? (Chooses opposite),1,,0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,17,23,2AFC,False Belief - Location,Belief,ToMB2_2AFC_23,Where will J look first? (Bush),1,,0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,17,24,Explanation,False Belief - Location,Belief,ToMB2_EXPL_24,Why behind bush? (Refers to peeking/seeing/thinking),1,"""because he peeked""",0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,18,25,2AFC,False Belief - Location,Belief,ToMB2_2AFC_25,Which cookie will J take? (one on grass),1,,0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,18,26,Explanation,False Belief - Location,Belief,ToMB2_EXPL_26,"Why that cookie? (thinks it's his, left it there, doesn't know)",1,"""because he put his on the grass""",0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,18,27,Explanation,Emotion,Emotion,ToMB2_EXPL_27,Why is Isa crying? (J taking her cookie),1,"""because he took her cookie""",0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,18,28,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_28,Is J being mean/naughty? (No),0,"""because he doesn't know that its her's and he thinks that's his because he put his on the grass""",0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,18,29,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_29,Should J get in trouble? (No),0,"""because he thinks its his but its not actually his and its actually his sister Isabel's""",0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,19,30,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_30,How will Ivan feel? (Sad),1,"""because last time he took his cookie""",0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,19,31,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_31,Will Ivan go near or far from puppy? (Far),1,,0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,19,32,Explanation,Emotion Reminder,Emotion,ToMB2_EXPL_32,"Why far away? (think, remember, worry, doesn't want)",1,"""because last time the puppy took his cookie and if he was near he'd be mad and thats why he should go farther""",0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,20,33,2AFC,False Belief - Expectations,Belief,ToMB2_2AFC_33,What does Isa think is in bottle? (Milk),1,"[why] ""because her mother always puts milk in there",0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,20,34,2AFC,Emotion,Emotion,ToMB2_2AFC_34,"How will Isa feel? (Sad, or surprised)",1,"""sad because its not milk its OJ""",0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,22,35,2AFC,Reference - Hard,Reference,ToMB2_2AFC_35,Where will I & Isa look? (Behind tree),0,"""behind the water fountain""",0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,22,36,Explanation,Reference - Hard,Reference,ToMB2_EXPL_36,"Why behind tree? (Drawing looks like tree, thought)",1,"""because this looks like a tree [explains drawing] and it looks like bumps on the tree""",0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,23,37,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_37,Is it fair that mother is mad with J? (No),1,"""because she's not mad at his sister and brother""",0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,23,38,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_38,Is J mad at Isa? (No),1,,0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,23,39,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_39,Why J not mad? (Doesn't know),1,"""because he doesn't know that it was Isabel too""",0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,23,40,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_40,Is mother mad at Isa? (No),1,,0,1,0,
79yoC,Booklet1-226,E5,C2,2_Park,23,41,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_41,Why mother not mad? (Doesn't know),1,"""because she doesn't know that it was actually isabel""",0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,2,1,2AFC,Common Desires,Desires,ToMB1_2AFC_01,Which one will Sam choose? (Chooses Same),1,,0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,3,2,2AFC,Diverse Desires,Desires,ToMB1_2AFC_02,Which one will L choose? (Chooses Opposite),1,,0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,4,3,2AFC,Diverse Beliefs,Belief,ToMB1_2AFC_03,Where will J look? (Chooses Opposite),1,,1,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,5,4,2AFC,Reference - Easy,Reference,ToMB1_2AFC_04,Which book? (one he's looking at),1,,0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,5,5,Explanation,Reference - Easy,Reference,ToMB1_EXPL_05,How'd you know that book? (looking at it),1,"""because he can't see that one because its behind the door""",0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,6,6,2AFC,False Belief - Location,Belief,ToMB1_2AFC_06,Where will M look? (chair),1,,0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,6,7,Explanation,False Belief - Location,Belief,ToMB1_EXPL_07,"Why does she look behind the chair? (Thinks it's there, left it there)",1,"""because thats where she thinks she put it""",0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,7,8,Control,Control,Control,ToMB1_Cont_08,Gives Noah planet book?,1,,0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,8,9,2AFC,False Belief - Location,Belief,ToMB1_2AFC_09,Where will Ethan look? (above coats),1,,0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,8,10,Explanation,False Belief - Location,Belief,ToMB1_EXPL_10,"Why is Ethan reaching for the book on the shelf? (thinks it's his, left it there, doesn't know)",1,"""because thats where he thinks his book is""",0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,8,11,Explanation,Emotion,Emotion,ToMB1_EXPL_11,Why does Paul feel sad?  (Ethan taking his book),1,"""he know thats his book but he doesn't know that Ethan's book fell under the coats""",0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,8,12,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_12,Is Ethan being mean/naughty? (No),1,"""because he doesn't know""",0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,8,13,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_13,Should Ethan get in trouble? (No),1,"""because he didn't know""",0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,9,14,2AFC,False Belief - Expectations,Belief,ToMB1_2AFC_14,What does W think is inside the book? (Mountains),1,,0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,9,15,Explanation,False Belief - Expectations,Belief,ToMB1_EXPL_15,Why does he think that? (Refers to past or expectations).,1,"""because thats where the book used to be""",0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,10,16,Control,Control,Control,ToMB1_Cont_16,Gives Indira tiger book?,1,,0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,11,17,2AFC,Reference - Hard,Reference,ToMB1_2AFC_17,Which book does Daniel want? (Fruit),0,,0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,11,18,Explanation,Reference - Hard,Reference,ToMB1_EXPL_18,How do you know that book? (Refers to orange section/liking that part/reading it before),0,"""because he said he wanted the orange book""",0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,12,19,2AFC,Reference - Hard,Reference,ToMB1_2AFC_19,Which picture should C give? (Broom),1,,0,1,0,
79yoC,Booklet1-227,E7,C2,1_Books,12,20,Explanation,Reference - Hard,Reference,ToMB1_EXPL_20,Why is the broom better? (mentions sailboat),1,"""because this one looks too much like a sailboat""",0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,15,21,2AFC,Common Desires,Desires,ToMB2_2AFC_21,Which one will J choose? (Chooses same),1,,0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,16,22,2AFC,Diverse Desires,Desires,ToMB2_2AFC_22,Which one will I choose? (Chooses opposite),1,,0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,17,23,2AFC,False Belief - Location,Belief,ToMB2_2AFC_23,Where will J look first? (Bush),1,,1,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,17,24,Explanation,False Belief - Location,Belief,ToMB2_EXPL_24,Why behind bush? (Refers to peeking/seeing/thinking),1,"""because where he thought he was because when he was peaking thats where he was""",0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,18,25,2AFC,False Belief - Location,Belief,ToMB2_2AFC_25,Which cookie will J take? (one on grass),1,,0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,18,26,Explanation,False Belief - Location,Belief,ToMB2_EXPL_26,"Why that cookie? (thinks it's his, left it there, doesn't know)",1,"""because thats where he put it before""",0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,18,27,Explanation,Emotion,Emotion,ToMB2_EXPL_27,Why is Isa crying? (J taking her cookie),1,"""because thats where she put her cookie""",0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,18,28,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_28,Is J being mean/naughty? (No),1,"""because the mom moved it and he didn't notice""",0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,18,29,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_29,Should J get in trouble? (No),1,"""because he didn't know""",0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,19,30,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_30,How will Ivan feel? (Sad),1,"""because the last time the dog took his cookie""",0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,19,31,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_31,Will Ivan go near or far from puppy? (Far),1,,0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,19,32,Explanation,Emotion Reminder,Emotion,ToMB2_EXPL_32,"Why far away? (think, remember, worry, doesn't want)",1,"""because last time he took it""",0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,20,33,2AFC,False Belief - Expectations,Belief,ToMB2_2AFC_33,What does Isa think is in bottle? (Milk),1,,0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,20,34,2AFC,Emotion,Emotion,ToMB2_2AFC_34,"How will Isa feel? (Sad, or surprised)",1,"""sad because its not what she wanted to drink""",0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,22,35,2AFC,Reference - Hard,Reference,ToMB2_2AFC_35,Where will I & Isa look? (Behind tree),1,,0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,22,36,Explanation,Reference - Hard,Reference,ToMB2_EXPL_36,"Why behind tree? (Drawing looks like tree, thought)",1,"""because that looks more like a tree than a water fountain because a water fountain is hard to draw""",0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,23,37,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_37,Is it fair that mother is mad with J? (No),1,"""because Isabel took the truck, not him""",0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,23,38,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_38,Is J mad at Isa? (No),1,,0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,23,39,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_39,Why J not mad? (Doesn't know),1,"""because he doesn't know that she took it""",1,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,23,40,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_40,Is mother mad at Isa? (No),1,,0,1,0,
79yoC,Booklet1-227,E7,C2,2_Park,23,41,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_41,Why mother not mad? (Doesn't know),1,"""because she doesn't know that Isabel took it""",0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,2,1,2AFC,Common Desires,Desires,ToMB1_2AFC_01,Which one will Sam choose? (Chooses Same),1,,0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,3,2,2AFC,Diverse Desires,Desires,ToMB1_2AFC_02,Which one will L choose? (Chooses Opposite),1,,0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,4,3,2AFC,Diverse Beliefs,Belief,ToMB1_2AFC_03,Where will J look? (Chooses Opposite),1,,0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,5,4,2AFC,Reference - Easy,Reference,ToMB1_2AFC_04,Which book? (one he's looking at),1,,0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,5,5,Explanation,Reference - Easy,Reference,ToMB1_EXPL_05,How'd you know that book? (looking at it),1,"""this one because his back is to the other one""",0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,6,6,2AFC,False Belief - Location,Belief,ToMB1_2AFC_06,Where will M look? (chair),0,,0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,6,7,Explanation,False Belief - Location,Belief,ToMB1_EXPL_07,"Why does she look behind the chair? (Thinks it's there, left it there)",1,"""she put it there""",0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,7,8,Control,Control,Control,ToMB1_Cont_08,Gives Noah planet book?,1,,0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,8,9,2AFC,False Belief - Location,Belief,ToMB1_2AFC_09,Where will Ethan look? (above coats),1,,0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,8,10,Explanation,False Belief - Location,Belief,ToMB1_EXPL_10,"Why is Ethan reaching for the book on the shelf? (thinks it's his, left it there, doesn't know)",1,"""because thats where he put his""",0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,8,11,Explanation,Emotion,Emotion,ToMB1_EXPL_11,Why does Paul feel sad?  (Ethan taking his book),1,"""because Ethan was taking his book""",0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,8,12,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_12,Is Ethan being mean/naughty? (No),1,"""because he didn't know that it was his book""",0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,8,13,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_13,Should Ethan get in trouble? (No),1,"""because it was a basically an accident""",0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,9,14,2AFC,False Belief - Expectations,Belief,ToMB1_2AFC_14,What does W think is inside the book? (Mountains),1,,0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,9,15,Explanation,False Belief - Expectations,Belief,ToMB1_EXPL_15,Why does he think that? (Refers to past or expectations).,1,"""because he put his book there and then he switched the books""",0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,10,16,Control,Control,Control,ToMB1_Cont_16,Gives Indira tiger book?,1,,0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,11,17,2AFC,Reference - Hard,Reference,ToMB1_2AFC_17,Which book does Daniel want? (Fruit),0,,0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,11,18,Explanation,Reference - Hard,Reference,ToMB1_EXPL_18,How do you know that book? (Refers to orange section/liking that part/reading it before),0,"""because its got orange in it, and that one is about fruit and not about orange""",0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,12,19,2AFC,Reference - Hard,Reference,ToMB1_2AFC_19,Which picture should C give? (Broom),1,,0,1,0,
79yoC,Booklet1-228,E7,C2,1_Books,12,20,Explanation,Reference - Hard,Reference,ToMB1_EXPL_20,Why is the broom better? (mentions sailboat),1,"""this one because that one sort of looks like a boat""",0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,15,21,2AFC,Common Desires,Desires,ToMB2_2AFC_21,Which one will J choose? (Chooses same),1,,0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,16,22,2AFC,Diverse Desires,Desires,ToMB2_2AFC_22,Which one will I choose? (Chooses opposite),1,,0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,17,23,2AFC,False Belief - Location,Belief,ToMB2_2AFC_23,Where will J look first? (Bush),1,,0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,17,24,Explanation,False Belief - Location,Belief,ToMB2_EXPL_24,Why behind bush? (Refers to peeking/seeing/thinking),1,"""because he saw that he went behind the bush""",0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,18,25,2AFC,False Belief - Location,Belief,ToMB2_2AFC_25,Which cookie will J take? (one on grass),1,,0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,18,26,Explanation,False Belief - Location,Belief,ToMB2_EXPL_26,"Why that cookie? (thinks it's his, left it there, doesn't know)",1,"""he put his on the grass""",0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,18,27,Explanation,Emotion,Emotion,ToMB2_EXPL_27,Why is Isa crying? (J taking her cookie),1,"""because he's reaching for her cookie""",0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,18,28,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_28,Is J being mean/naughty? (No),1,"""because he didn't know""",0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,18,29,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_29,Should J get in trouble? (No),1,"""because it was basically an accident""",0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,19,30,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_30,How will Ivan feel? (Sad),1,"""sad because the puppy took his snack""",0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,19,31,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_31,Will Ivan go near or far from puppy? (Far),1,"""far away""",0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,19,32,Explanation,Emotion Reminder,Emotion,ToMB2_EXPL_32,"Why far away? (think, remember, worry, doesn't want)",1,"""because he doesn't like him anymore""",0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,20,33,2AFC,False Belief - Expectations,Belief,ToMB2_2AFC_33,What does Isa think is in bottle? (Milk),1,"""milk because usually there's milk in there""",0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,20,34,2AFC,Emotion,Emotion,ToMB2_2AFC_34,"How will Isa feel? (Sad, or surprised)",1,"""sad because she likes milk better and she was expecting milk""",0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,22,35,2AFC,Reference - Hard,Reference,ToMB2_2AFC_35,Where will I & Isa look? (Behind tree),1,,0,1,0,"went back and asked, ""what is this a picture of?"""
79yoC,Booklet1-228,E7,C2,2_Park,22,36,Explanation,Reference - Hard,Reference,ToMB2_EXPL_36,"Why behind tree? (Drawing looks like tree, thought)",1,"""it looks more like a tree than a water fountain""",0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,23,37,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_37,Is it fair that mother is mad with J? (No),1,"""because he's not the one who lost it, she buried it""",0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,23,38,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_38,Is J mad at Isa? (No),1,,0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,23,39,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_39,Why J not mad? (Doesn't know),1,"""he doesn't know either""",0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,23,40,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_40,Is mother mad at Isa? (No),1,,0,1,0,
79yoC,Booklet1-228,E7,C2,2_Park,23,41,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_41,Why mother not mad? (Doesn't know),1,"""because she doesn't know she was the one who buried it""",0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,2,1,2AFC,Common Desires,Desires,ToMB1_2AFC_01,Which one will Sam choose? (Chooses Same),1,,0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,3,2,2AFC,Diverse Desires,Desires,ToMB1_2AFC_02,Which one will L choose? (Chooses Opposite),1,,0,1,0,gets up/distracted between stories 1&2
79yoC,Booklet1-229,E7,C2,1_Books,4,3,2AFC,Diverse Beliefs,Belief,ToMB1_2AFC_03,Where will J look? (Chooses Opposite),1,,0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,5,4,2AFC,Reference - Easy,Reference,ToMB1_2AFC_04,Which book? (one he's looking at),1,,0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,5,5,Explanation,Reference - Easy,Reference,ToMB1_EXPL_05,How'd you know that book? (looking at it),1,"""because he's looking at it""",0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,6,6,2AFC,False Belief - Location,Belief,ToMB1_2AFC_06,Where will M look? (chair),1,,0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,6,7,Explanation,False Belief - Location,Belief,ToMB1_EXPL_07,"Why does she look behind the chair? (Thinks it's there, left it there)",1,"""because that's where she put it""",0,1,0,
